sales_date,order_id,product_name,category,price,quantity,total,discount,shipping_fee,total_sales,customer_name,customer_address,channel,rating,status
2025-11-05,P16904,Kopi,Makanan,25000,1,25000,0,30000,55000,Ika,Samarinda,Online - Toko Oren,5,Failed
2025-11-05,P16905,Pasta Gigi,Perawatan,15000,3,45000,0,22000,67000,Jaya,Makassar,Online - Toko Hijau,2,Pending
2025-11-05,P16906,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Lina,Medan,Online - Toko Oren,2,Returned
2025-11-05,P16907,Shampo,Perawatan,20000,2,40000,0,13000,53000,Gina,Tangerang,Online - Toko Hijau,4,Returned
2025-11-05,P16908,Deterjen,Pembersih,10000,2,20000,0,20000,40000,Tian,Surabaya,Online - Toko Hijau,1,Success
2025-11-05,P16909,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Wira,Jakarta,Online - Toko Hijau,5,Failed
2025-11-05,P16910,Pembersih Lantai,Pembersih,8000,3,24000,0,15000,39000,Gina,Semarang,Online - Toko Hijau,4,Pending
2025-11-05,P16911,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Meli,Semarang,Online - Toko Hijau,1,Pending
2025-11-05,P16912,Deterjen,Pembersih,10000,1,10000,0,12000,22000,Ika,Bekasi,Online - Toko Hijau,3,Success
2025-11-05,P16913,Teh,Makanan,15000,1,15000,0,25000,40000,Yusra,Bali,Online - Toko Hijau,3,Success
2025-11-05,P16914,Pembersih Lantai,Pembersih,8000,3,24000,0,12000,36000,Gina,Bogor,Offline,5,Returned
2025-11-05,P16915,Shampo,Perawatan,20000,3,60000,0,15000,75000,Dicky,Semarang,Online - Toko Hijau,3,Returned
2025-11-05,P16916,Pembersih Lantai,Pembersih,8000,2,16000,0,25000,41000,Nico,Bali,Offline,5,Failed
2025-11-05,P16917,Sabun Cuci,Pembersih,5000,1,5000,0,25000,30000,Ulya,Bali,Online - Toko Hijau,4,Pending
2025-11-05,P16918,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Eka,Semarang,Offline,5,Failed
2025-11-05,P16919,Teh,Makanan,15000,2,30000,0,25000,55000,Deni,Bali,Online - Toko Oren,3,Returned
2025-11-05,P16920,Kopi,Makanan,25000,1,25000,0,25000,50000,Iwan,Medan,Offline,3,Pending
2025-11-05,P16921,Teh,Makanan,15000,3,45000,0,25000,70000,Stefan,Bali,Offline,5,Pending
2025-11-05,P16922,Kopi,Makanan,25000,3,75000,0,12000,87000,Dewa,Bogor,Offline,2,Success
2025-11-05,P16923,Minyak Goreng,Makanan,18000,3,54000,0,13000,67000,Kirana,Tangerang,Offline,2,Success
2025-11-05,P16924,Shampo,Perawatan,20000,3,60000,0,0,60000,Beni,Bandung,Online - Toko Oren,3,Success
2025-11-05,P16925,Sabun Mandi,Pembersih,7000,1,7000,0,12000,19000,Irma,Bogor,Online - Toko Hijau,3,Failed
2025-11-05,P16926,Deterjen,Pembersih,10000,2,20000,0,15000,35000,Chandra,Semarang,Online - Toko Hijau,3,Failed
2025-11-05,P16927,Pasta Gigi,Perawatan,15000,3,45000,0,18000,63000,Gita,Yogyakarta,Online - Toko Oren,5,Pending
2025-11-05,P16928,Sabun Cuci,Pembersih,5000,2,10000,0,20000,30000,Eka,Surabaya,Online - Toko Hijau,4,Failed
2025-11-05,P16929,Minyak Goreng,Makanan,18000,3,54000,0,15000,69000,Juli,Jakarta,Offline,1,Returned
2025-11-06,P16930,Deterjen,Pembersih,10000,3,30000,0,12000,42000,Jaya,Bogor,Online - Toko Hijau,2,Pending
2025-11-06,P16931,Sabun Mandi,Pembersih,7000,2,14000,0,12000,26000,Iwan,Bogor,Offline,1,Success
2025-11-06,P16932,Pasta Gigi,Perawatan,15000,3,45000,0,0,45000,Mira,Bandung,Online - Toko Oren,1,Failed
2025-11-06,P16933,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Jamil,Medan,Offline,1,Pending
2025-11-06,P16934,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Eka,Surabaya,Online - Toko Hijau,1,Returned
2025-11-06,P16935,Pembersih Lantai,Pembersih,8000,1,8000,0,20000,28000,Tian,Malang,Online - Toko Oren,2,Returned
2025-11-06,P16936,Deterjen,Pembersih,10000,1,10000,0,22000,32000,Petrus,Makassar,Online - Toko Oren,4,Success
2025-11-06,P16937,Deterjen,Pembersih,10000,1,10000,0,30000,40000,Fikri,Samarinda,Online - Toko Hijau,2,Returned
2025-11-06,P16938,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Hendra,Semarang,Offline,4,Returned
2025-11-06,P16939,Teh,Makanan,15000,3,45000,0,15000,60000,Andi,Semarang,Online - Toko Hijau,3,Pending
2025-11-06,P16940,Pasta Gigi,Perawatan,15000,1,15000,0,22000,37000,Zahra,Makassar,Online - Toko Hijau,1,Failed
2025-11-06,P16941,Pembersih Lantai,Pembersih,8000,1,8000,0,25000,33000,Indah,Medan,Offline,3,Pending
2025-11-06,P16942,Minyak Goreng,Makanan,18000,2,36000,0,0,36000,Mira,Bandung,Online - Toko Oren,1,Failed
2025-11-06,P16943,Kopi,Makanan,25000,3,75000,0,22000,97000,Farhan,Makassar,Online - Toko Hijau,4,Returned
2025-11-06,P16944,Minyak Goreng,Makanan,18000,3,54000,0,0,54000,Tegar,Bandung,Online - Toko Oren,5,Success
2025-11-06,P16945,Sabun Mandi,Pembersih,7000,1,7000,0,30000,37000,Eka,Samarinda,Offline,3,Returned
2025-11-06,P16946,Deterjen,Pembersih,10000,3,30000,0,20000,50000,Fiona,Malang,Online - Toko Oren,3,Success
2025-11-06,P16947,Kopi,Makanan,25000,3,75000,0,22000,97000,Oki,Makassar,Offline,2,Success
2025-11-06,P16948,Deterjen,Pembersih,10000,2,20000,0,25000,45000,Bintang,Medan,Online - Toko Hijau,4,Pending
2025-11-06,P16949,Sabun Cuci,Pembersih,5000,3,15000,0,12000,27000,Oki,Bogor,Online - Toko Hijau,5,Returned
2025-11-06,P16950,Pasta Gigi,Perawatan,15000,3,45000,0,22000,67000,Herry,Makassar,Online - Toko Hijau,4,Returned
2025-11-06,P16951,Pembersih Wajah,Perawatan,12000,2,24000,0,18000,42000,Cindy,Palembang,Online - Toko Hijau,5,Failed
2025-11-06,P16952,Deterjen,Pembersih,10000,3,30000,0,15000,45000,Wira,Jakarta,Online - Toko Oren,4,Returned
2025-11-06,P16953,Deterjen,Pembersih,10000,1,10000,0,18000,28000,Fiona,Palembang,Offline,5,Returned
2025-11-06,P16954,Kopi,Makanan,25000,3,75000,0,22000,97000,Nico,Makassar,Online - Toko Oren,3,Success
2025-11-06,P16955,Kopi,Makanan,25000,1,25000,0,30000,55000,Vera,Samarinda,Online - Toko Hijau,3,Returned
2025-11-06,P16956,Shampo,Perawatan,20000,3,60000,0,30000,90000,Umi,Samarinda,Offline,2,Failed
2025-11-06,P16957,Pembersih Wajah,Perawatan,12000,3,36000,0,15000,51000,Elisa,Semarang,Online - Toko Oren,1,Returned
2025-11-06,P16958,Teh,Makanan,15000,2,30000,0,20000,50000,Santi,Malang,Online - Toko Oren,1,Failed
2025-11-06,P16959,Deterjen,Pembersih,10000,2,20000,0,13000,33000,Tina,Tangerang,Online - Toko Oren,1,Success
2025-11-06,P16960,Pasta Gigi,Perawatan,15000,2,30000,0,30000,60000,Luki,Samarinda,Offline,3,Returned
2025-11-06,P16961,Deterjen,Pembersih,10000,1,10000,0,20000,30000,Budi,Surabaya,Offline,2,Success
2025-11-06,P16962,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Fiona,Bali,Online - Toko Hijau,5,Returned
2025-11-06,P16963,Pembersih Wajah,Perawatan,12000,2,24000,0,30000,54000,Aulia,Samarinda,Online - Toko Oren,5,Pending
2025-11-06,P16964,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Rina,Surabaya,Offline,2,Returned
2025-11-06,P16965,Deterjen,Pembersih,10000,1,10000,0,22000,32000,Mira,Makassar,Online - Toko Oren,5,Pending
2025-11-06,P16966,Kopi,Makanan,25000,1,25000,0,20000,45000,Fikri,Malang,Offline,5,Failed
2025-11-06,P16967,Sabun Mandi,Pembersih,7000,1,7000,0,18000,25000,Jamil,Yogyakarta,Offline,2,Success
2025-11-06,P16968,Pembersih Wajah,Perawatan,12000,1,12000,0,18000,30000,Tina,Yogyakarta,Offline,1,Pending
2025-11-06,P16969,Pembersih Wajah,Perawatan,12000,3,36000,0,18000,54000,Luki,Yogyakarta,Online - Toko Oren,2,Failed
2025-11-06,P16970,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Beni,Palembang,Offline,1,Failed
2025-11-06,P16971,Teh,Makanan,15000,1,15000,0,25000,40000,Rudi,Medan,Offline,1,Success
2025-11-06,P16972,Kopi,Makanan,25000,3,75000,0,12000,87000,Lestari,Bogor,Online - Toko Hijau,5,Pending
2025-11-06,P16973,Pembersih Wajah,Perawatan,12000,2,24000,0,10000,34000,Eka,Depok,Online - Toko Hijau,4,Success
2025-11-06,P16974,Deterjen,Pembersih,10000,2,20000,0,0,20000,Riko,Bandung,Online - Toko Hijau,5,Returned
2025-11-06,P16975,Minyak Goreng,Makanan,18000,1,18000,0,25000,43000,Stefan,Medan,Offline,5,Returned
2025-11-06,P16976,Minyak Goreng,Makanan,18000,3,54000,0,12000,66000,Lina,Bogor,Offline,5,Success
2025-11-06,P16977,Teh,Makanan,15000,2,30000,0,12000,42000,Bintang,Bekasi,Online - Toko Oren,5,Success
2025-11-06,P16978,Deterjen,Pembersih,10000,1,10000,0,15000,25000,Riko,Semarang,Online - Toko Oren,1,Pending
2025-11-06,P16979,Pembersih Lantai,Pembersih,8000,1,8000,0,25000,33000,Umar,Medan,Offline,4,Failed
2025-11-06,P16980,Pasta Gigi,Perawatan,15000,2,30000,0,10000,40000,Shinta,Depok,Online - Toko Oren,3,Returned
2025-11-06,P16981,Kopi,Makanan,25000,2,50000,0,20000,70000,Hendra,Malang,Online - Toko Oren,4,Success
2025-11-06,P16982,Kopi,Makanan,25000,2,50000,0,15000,65000,Indah,Jakarta,Online - Toko Oren,4,Failed
2025-11-06,P16983,Minyak Goreng,Makanan,18000,1,18000,0,12000,30000,Oki,Bekasi,Online - Toko Hijau,2,Failed
2025-11-06,P16984,Shampo,Perawatan,20000,1,20000,0,0,20000,Luki,Bandung,Offline,1,Failed
2025-11-06,P16985,Teh,Makanan,15000,2,30000,0,20000,50000,Wira,Surabaya,Online - Toko Oren,3,Pending
2025-11-06,P16986,Sabun Mandi,Pembersih,7000,1,7000,0,10000,17000,Vina,Depok,Online - Toko Oren,3,Failed
2025-11-06,P16987,Sabun Mandi,Pembersih,7000,2,14000,0,15000,29000,Umar,Semarang,Online - Toko Oren,1,Success
2025-11-06,P16988,Pembersih Lantai,Pembersih,8000,1,8000,0,12000,20000,Vera,Bogor,Online - Toko Oren,3,Returned
2025-11-06,P16989,Pembersih Wajah,Perawatan,12000,2,24000,0,15000,39000,Rian,Jakarta,Offline,4,Failed
2025-11-06,P16990,Sabun Cuci,Pembersih,5000,2,10000,0,20000,30000,Nico,Malang,Online - Toko Oren,1,Returned
2025-11-06,P16991,Sabun Mandi,Pembersih,7000,2,14000,0,25000,39000,Cindy,Bali,Online - Toko Hijau,1,Success
2025-11-06,P16992,Pasta Gigi,Perawatan,15000,3,45000,0,15000,60000,Aulia,Jakarta,Online - Toko Oren,1,Failed
2025-11-06,P16993,Sabun Mandi,Pembersih,7000,1,7000,0,13000,20000,Fiona,Tangerang,Online - Toko Oren,4,Returned
2025-11-06,P16994,Sabun Mandi,Pembersih,7000,1,7000,0,25000,32000,Tian,Medan,Online - Toko Hijau,4,Failed
2025-11-06,P16995,Pasta Gigi,Perawatan,15000,3,45000,0,12000,57000,Herry,Bogor,Offline,3,Failed
2025-11-06,P16996,Teh,Makanan,15000,2,30000,0,10000,40000,Siska,Depok,Online - Toko Oren,4,Failed
2025-11-07,P16997,Minyak Goreng,Makanan,18000,1,18000,0,25000,43000,Cahya,Bali,Online - Toko Oren,4,Pending
2025-11-07,P16998,Minyak Goreng,Makanan,18000,2,36000,0,18000,54000,Petrus,Palembang,Online - Toko Hijau,3,Pending
2025-11-07,P16999,Shampo,Perawatan,20000,1,20000,0,13000,33000,Eka,Tangerang,Offline,1,Failed
2025-11-07,P17000,Minyak Goreng,Makanan,18000,2,36000,0,10000,46000,Zenia,Depok,Online - Toko Oren,2,Returned
2025-11-07,P17001,Sabun Cuci,Pembersih,5000,1,5000,0,22000,27000,Hana,Makassar,Online - Toko Oren,3,Returned
2025-11-07,P17002,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Hana,Palembang,Online - Toko Hijau,5,Failed
2025-11-07,P17003,Pembersih Wajah,Perawatan,12000,1,12000,0,15000,27000,Siska,Jakarta,Online - Toko Hijau,2,Success
2025-11-07,P17004,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Umar,Palembang,Online - Toko Hijau,4,Pending
2025-11-07,P17005,Sabun Mandi,Pembersih,7000,3,21000,0,20000,41000,Nanda,Malang,Offline,4,Failed
2025-11-07,P17006,Teh,Makanan,15000,3,45000,0,10000,55000,Bobby,Depok,Online - Toko Hijau,3,Failed
2025-11-07,P17007,Pasta Gigi,Perawatan,15000,1,15000,0,25000,40000,Widi,Medan,Online - Toko Hijau,2,Returned
2025-11-07,P17008,Pembersih Lantai,Pembersih,8000,1,8000,0,0,8000,Maya,Bandung,Online - Toko Hijau,4,Success
2025-11-07,P17009,Pembersih Wajah,Perawatan,12000,1,12000,0,25000,37000,Bobby,Medan,Online - Toko Hijau,4,Returned
2025-11-07,P17010,Pembersih Lantai,Pembersih,8000,2,16000,0,30000,46000,Zara,Samarinda,Online - Toko Oren,5,Returned
2025-11-07,P17011,Shampo,Perawatan,20000,3,60000,0,20000,80000,Vira,Surabaya,Offline,5,Failed
2025-11-07,P17012,Shampo,Perawatan,20000,1,20000,0,12000,32000,Siska,Bogor,Online - Toko Hijau,2,Success
2025-11-07,P17013,Kopi,Makanan,25000,2,50000,0,10000,60000,Wira,Depok,Offline,1,Returned
2025-11-07,P17014,Pembersih Wajah,Perawatan,12000,2,24000,0,20000,44000,Elisa,Surabaya,Offline,4,Failed
2025-11-07,P17015,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Andi,Medan,Online - Toko Hijau,2,Pending
2025-11-07,P17016,Sabun Cuci,Pembersih,5000,2,10000,0,12000,22000,Chandra,Bogor,Offline,3,Returned
2025-11-07,P17017,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Arief,Yogyakarta,Online - Toko Hijau,3,Success
2025-11-07,P17018,Pembersih Wajah,Perawatan,12000,1,12000,0,15000,27000,Putri,Jakarta,Online - Toko Hijau,1,Failed
2025-11-07,P17019,Shampo,Perawatan,20000,3,60000,0,15000,75000,Kiki,Jakarta,Offline,1,Pending
2025-11-07,P17020,Pembersih Wajah,Perawatan,12000,1,12000,0,12000,24000,Zara,Bekasi,Online - Toko Hijau,2,Failed
2025-11-07,P17021,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Iwan,Yogyakarta,Online - Toko Hijau,3,Returned
2025-11-07,P17022,Pembersih Lantai,Pembersih,8000,1,8000,0,18000,26000,Deni,Palembang,Offline,4,Returned
2025-11-07,P17023,Teh,Makanan,15000,2,30000,0,18000,48000,Rudi,Yogyakarta,Online - Toko Hijau,4,Returned
2025-11-07,P17024,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Fadli,Surabaya,Online - Toko Hijau,3,Failed
2025-11-07,P17025,Pembersih Wajah,Perawatan,12000,2,24000,0,18000,42000,Ika,Yogyakarta,Online - Toko Oren,4,Returned
2025-11-07,P17026,Deterjen,Pembersih,10000,1,10000,0,15000,25000,Cindy,Jakarta,Offline,4,Failed
2025-11-07,P17027,Minyak Goreng,Makanan,18000,3,54000,0,12000,66000,Oto,Bekasi,Online - Toko Hijau,2,Success
2025-11-07,P17028,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Elisa,Surabaya,Online - Toko Oren,1,Failed
2025-11-07,P17029,Shampo,Perawatan,20000,2,40000,0,20000,60000,Yuni,Surabaya,Online - Toko Oren,2,Failed
2025-11-07,P17030,Pembersih Lantai,Pembersih,8000,2,16000,0,25000,41000,Jaya,Medan,Online - Toko Hijau,2,Returned
2025-11-07,P17031,Pasta Gigi,Perawatan,15000,3,45000,0,20000,65000,Nanda,Surabaya,Online - Toko Hijau,5,Failed
2025-11-07,P17032,Shampo,Perawatan,20000,3,60000,0,15000,75000,Hadi,Jakarta,Online - Toko Oren,2,Pending
2025-11-07,P17033,Pasta Gigi,Perawatan,15000,1,15000,0,30000,45000,Kenny,Samarinda,Online - Toko Oren,1,Pending
2025-11-07,P17034,Kopi,Makanan,25000,2,50000,0,25000,75000,Cindy,Medan,Online - Toko Hijau,3,Success
2025-11-07,P17035,Pasta Gigi,Perawatan,15000,3,45000,0,15000,60000,Pandu,Semarang,Online - Toko Hijau,1,Pending
2025-11-07,P17036,Pembersih Lantai,Pembersih,8000,2,16000,0,0,16000,Oki,Bandung,Online - Toko Oren,3,Success
2025-11-07,P17037,Deterjen,Pembersih,10000,1,10000,0,20000,30000,Umi,Malang,Online - Toko Hijau,3,Pending
2025-11-07,P17038,Minyak Goreng,Makanan,18000,2,36000,0,15000,51000,Umi,Jakarta,Offline,4,Success
2025-11-07,P17039,Pembersih Lantai,Pembersih,8000,3,24000,0,20000,44000,Fadli,Malang,Online - Toko Hijau,3,Pending
2025-11-07,P17040,Sabun Cuci,Pembersih,5000,1,5000,0,12000,17000,Jamil,Bekasi,Online - Toko Oren,2,Success
2025-11-07,P17041,Pembersih Lantai,Pembersih,8000,2,16000,0,10000,26000,Vina,Depok,Online - Toko Hijau,4,Pending
2025-11-07,P17042,Deterjen,Pembersih,10000,2,20000,0,30000,50000,Widi,Samarinda,Online - Toko Oren,2,Success
2025-11-07,P17043,Shampo,Perawatan,20000,1,20000,0,12000,32000,Budi,Bekasi,Online - Toko Hijau,4,Success
2025-11-07,P17044,Minyak Goreng,Makanan,18000,3,54000,0,30000,84000,Fadli,Samarinda,Online - Toko Hijau,1,Success
2025-11-07,P17045,Pasta Gigi,Perawatan,15000,1,15000,0,15000,30000,Stefan,Semarang,Offline,2,Failed
2025-11-07,P17046,Sabun Mandi,Pembersih,7000,1,7000,0,0,7000,Dina,Bandung,Online - Toko Hijau,4,Failed
2025-11-07,P17047,Pembersih Lantai,Pembersih,8000,3,24000,0,0,24000,Gilang,Bandung,Online - Toko Hijau,3,Returned
2025-11-07,P17048,Kopi,Makanan,25000,2,50000,0,18000,68000,Eka,Yogyakarta,Offline,5,Returned
2025-11-07,P17049,Shampo,Perawatan,20000,1,20000,0,25000,45000,Citra,Bali,Online - Toko Oren,1,Success
2025-11-07,P17050,Pembersih Wajah,Perawatan,12000,3,36000,0,20000,56000,Kenny,Malang,Online - Toko Oren,5,Pending
2025-11-07,P17051,Kopi,Makanan,25000,2,50000,0,25000,75000,Yusra,Medan,Online - Toko Hijau,2,Returned
2025-11-07,P17052,Deterjen,Pembersih,10000,1,10000,0,30000,40000,Elisa,Samarinda,Offline,1,Pending
2025-11-07,P17053,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Meli,Tangerang,Online - Toko Hijau,4,Success
2025-11-07,P17054,Shampo,Perawatan,20000,2,40000,0,12000,52000,Mira,Bogor,Online - Toko Oren,4,Pending
2025-11-07,P17055,Shampo,Perawatan,20000,3,60000,0,30000,90000,Siska,Samarinda,Online - Toko Oren,5,Success
2025-11-07,P17056,Pasta Gigi,Perawatan,15000,1,15000,0,18000,33000,Beni,Palembang,Online - Toko Oren,3,Success
2025-11-07,P17057,Shampo,Perawatan,20000,1,20000,0,22000,42000,Mira,Makassar,Offline,3,Failed
2025-11-07,P17058,Pembersih Lantai,Pembersih,8000,1,8000,0,18000,26000,Krisna,Palembang,Online - Toko Oren,1,Returned
2025-11-07,P17059,Sabun Cuci,Pembersih,5000,2,10000,0,10000,20000,Kiki,Depok,Online - Toko Oren,2,Success
2025-11-08,P17060,Minyak Goreng,Makanan,18000,3,54000,0,18000,72000,Kiki,Yogyakarta,Online - Toko Oren,1,Pending
2025-11-08,P17061,Sabun Cuci,Pembersih,5000,1,5000,0,20000,25000,Petrus,Surabaya,Offline,3,Pending
2025-11-08,P17062,Pembersih Wajah,Perawatan,12000,2,24000,0,15000,39000,Deni,Semarang,Offline,1,Success
2025-11-08,P17063,Pasta Gigi,Perawatan,15000,1,15000,0,12000,27000,Eka,Bogor,Online - Toko Hijau,4,Success
2025-11-08,P17064,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Gandhi,Palembang,Offline,1,Pending
2025-11-08,P17065,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Nico,Medan,Online - Toko Hijau,3,Failed
2025-11-08,P17066,Teh,Makanan,15000,3,45000,0,12000,57000,Nico,Bekasi,Offline,5,Returned
2025-11-08,P17067,Sabun Mandi,Pembersih,7000,2,14000,0,20000,34000,Pandu,Surabaya,Online - Toko Hijau,5,Success
2025-11-08,P17068,Pasta Gigi,Perawatan,15000,1,15000,0,15000,30000,Oki,Semarang,Online - Toko Hijau,5,Success
2025-11-08,P17069,Deterjen,Pembersih,10000,3,30000,0,13000,43000,Gita,Tangerang,Online - Toko Oren,1,Pending
2025-11-08,P17070,Sabun Mandi,Pembersih,7000,2,14000,0,18000,32000,Eli,Yogyakarta,Online - Toko Oren,1,Failed
2025-11-08,P17071,Kopi,Makanan,25000,2,50000,0,25000,75000,Ulya,Bali,Online - Toko Hijau,2,Failed
2025-11-08,P17072,Sabun Mandi,Pembersih,7000,3,21000,0,25000,46000,Juli,Bali,Online - Toko Hijau,2,Returned
2025-11-08,P17073,Teh,Makanan,15000,3,45000,0,30000,75000,Indah,Samarinda,Online - Toko Hijau,1,Returned
2025-11-08,P17074,Pembersih Lantai,Pembersih,8000,2,16000,0,15000,31000,Widi,Jakarta,Offline,5,Failed
2025-11-08,P17075,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Iwan,Tangerang,Offline,2,Success
2025-11-08,P17076,Pembersih Lantai,Pembersih,8000,3,24000,0,25000,49000,Ocha,Bali,Offline,3,Returned
2025-11-08,P17077,Pembersih Wajah,Perawatan,12000,1,12000,0,25000,37000,Hadi,Medan,Online - Toko Hijau,3,Pending
2025-11-08,P17078,Pembersih Wajah,Perawatan,12000,3,36000,0,18000,54000,Meli,Palembang,Online - Toko Hijau,1,Returned
2025-11-08,P17079,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Farhan,Malang,Online - Toko Oren,4,Failed
2025-11-08,P17080,Sabun Mandi,Pembersih,7000,1,7000,0,0,7000,Gita,Bandung,Online - Toko Oren,5,Failed
2025-11-08,P17081,Minyak Goreng,Makanan,18000,3,54000,0,12000,66000,Santi,Bogor,Online - Toko Hijau,5,Returned
2025-11-08,P17082,Kopi,Makanan,25000,1,25000,0,15000,40000,Jaya,Semarang,Offline,3,Success
2025-11-08,P17083,Shampo,Perawatan,20000,1,20000,0,20000,40000,Juli,Malang,Offline,4,Pending
2025-11-08,P17084,Sabun Cuci,Pembersih,5000,1,5000,0,25000,30000,Stefan,Bali,Online - Toko Hijau,2,Returned
2025-11-08,P17085,Sabun Mandi,Pembersih,7000,1,7000,0,20000,27000,Wira,Surabaya,Offline,5,Failed
2025-11-08,P17086,Sabun Cuci,Pembersih,5000,1,5000,0,15000,20000,Anisa,Semarang,Online - Toko Hijau,4,Returned
2025-11-08,P17087,Teh,Makanan,15000,1,15000,0,15000,30000,Fiona,Semarang,Online - Toko Hijau,5,Pending
2025-11-08,P17088,Kopi,Makanan,25000,3,75000,0,13000,88000,Sari,Tangerang,Online - Toko Hijau,5,Failed
2025-11-08,P17089,Teh,Makanan,15000,3,45000,0,25000,70000,Vian,Bali,Offline,3,Failed
2025-11-08,P17090,Shampo,Perawatan,20000,2,40000,0,12000,52000,Rian,Bekasi,Online - Toko Oren,1,Success
2025-11-08,P17091,Shampo,Perawatan,20000,1,20000,0,18000,38000,Iwan,Yogyakarta,Offline,2,Success
2025-11-08,P17092,Sabun Mandi,Pembersih,7000,2,14000,0,30000,44000,Hadi,Samarinda,Offline,3,Failed
2025-11-08,P17093,Sabun Cuci,Pembersih,5000,1,5000,0,20000,25000,Pandu,Surabaya,Offline,1,Returned
2025-11-08,P17094,Sabun Mandi,Pembersih,7000,2,14000,0,10000,24000,Yusuf,Depok,Online - Toko Oren,1,Failed
2025-11-08,P17095,Pembersih Lantai,Pembersih,8000,2,16000,0,12000,28000,Shinta,Bogor,Online - Toko Oren,1,Success
2025-11-08,P17096,Sabun Mandi,Pembersih,7000,2,14000,0,18000,32000,Tegar,Yogyakarta,Online - Toko Oren,4,Returned
2025-11-08,P17097,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Lina,Surabaya,Offline,5,Failed
2025-11-08,P17098,Pasta Gigi,Perawatan,15000,1,15000,0,25000,40000,Fadli,Bali,Offline,5,Failed
2025-11-08,P17099,Pembersih Wajah,Perawatan,12000,3,36000,0,20000,56000,Maya,Surabaya,Online - Toko Hijau,3,Pending
2025-11-08,P17100,Kopi,Makanan,25000,3,75000,0,20000,95000,Ulya,Malang,Offline,4,Success
2025-11-08,P17101,Pembersih Lantai,Pembersih,8000,3,24000,0,18000,42000,Nico,Palembang,Offline,4,Returned
2025-11-08,P17102,Shampo,Perawatan,20000,3,60000,0,15000,75000,Yusra,Jakarta,Offline,3,Failed
2025-11-08,P17103,Pembersih Wajah,Perawatan,12000,2,24000,0,0,24000,Kiki,Bandung,Online - Toko Oren,1,Success
2025-11-08,P17104,Sabun Cuci,Pembersih,5000,1,5000,0,0,5000,Tina,Bandung,Offline,4,Failed
2025-11-09,P17105,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Umar,Yogyakarta,Online - Toko Oren,3,Failed
2025-11-09,P17106,Kopi,Makanan,25000,3,75000,0,20000,95000,Vira,Surabaya,Offline,2,Failed
2025-11-09,P17107,Pembersih Wajah,Perawatan,12000,1,12000,0,30000,42000,Umi,Samarinda,Online - Toko Hijau,5,Failed
2025-11-09,P17108,Deterjen,Pembersih,10000,3,30000,0,20000,50000,Citra,Malang,Online - Toko Oren,2,Pending
2025-11-09,P17109,Deterjen,Pembersih,10000,2,20000,0,10000,30000,Stefan,Depok,Online - Toko Hijau,1,Failed
2025-11-09,P17110,Shampo,Perawatan,20000,2,40000,0,15000,55000,Joko,Semarang,Offline,1,Success
2025-11-09,P17111,Pembersih Lantai,Pembersih,8000,2,16000,0,30000,46000,Tina,Samarinda,Online - Toko Hijau,2,Failed
2025-11-09,P17112,Sabun Cuci,Pembersih,5000,2,10000,0,22000,32000,Arief,Makassar,Online - Toko Oren,3,Success
2025-11-09,P17113,Deterjen,Pembersih,10000,2,20000,0,12000,32000,Gina,Bekasi,Online - Toko Hijau,2,Returned
2025-11-09,P17114,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Dewa,Malang,Online - Toko Oren,1,Success
2025-11-09,P17115,Teh,Makanan,15000,3,45000,0,13000,58000,Tian,Tangerang,Online - Toko Oren,5,Success
2025-11-09,P17116,Shampo,Perawatan,20000,2,40000,0,22000,62000,Pandu,Makassar,Offline,2,Success
2025-11-09,P17117,Sabun Mandi,Pembersih,7000,1,7000,0,12000,19000,Beni,Bogor,Online - Toko Oren,3,Failed
2025-11-09,P17118,Minyak Goreng,Makanan,18000,2,36000,0,22000,58000,Dina,Makassar,Online - Toko Oren,2,Pending
2025-11-09,P17119,Deterjen,Pembersih,10000,1,10000,0,18000,28000,Mira,Palembang,Online - Toko Hijau,3,Success
